Sale_ID,Order_Date,Customer_ID,Product_ID,Channel_ID,Quantity_Sold,Discount_Percentage
57,2021-05-31,C0020,P00019,CH00002,2,21.57
58,2022-05-31,C0100,P00043,CH00001,8,12.6
59,2024-05-31,C0077,P00028,CH00003,2,12.87
60,2023-06-30,C0056,P00021,CH00001,7,13.28
61,2022-11-30,C0015,P00036,CH00002,8,14.27
62,2024-07-31,C0033,P00046,CH00002,8,4.18
63,2022-03-31,C0099,P00004,CH00002,10,6.49
64,2024-02-29,C0010,P00049,CH00003,9,17.81
65,2022-10-31,C0035,P00010,CH00002,5,14.09
66,2024-01-31,C0001,P00019,CH00001,5,18.02
67,2023-12-31,C0071,P00015,CH00003,6,13.6
68,2022-02-28,C0032,P00004,CH00003,1,29.15
69,2021-04-30,C0008,P00023,CH00001,9,22.44
70,2023-06-30,C0046,P00053,CH00001,2,0.85
71,2022-03-31,C0010,P00017,CH00003,4,6.03
72,2022-09-30,C0083,P00016,CH00003,5,19.34
73,2024-08-31,C0022,P00050,CH00001,4,6.37
74,2022-07-31,C0035,P00043,CH00003,6,12.85
75,2021-05-31,C0008,P00025,CH00002,10,10.37
76,2024-05-31,C0035,P00016,CH00003,5,25.78
77,2022-08-31,C0005,P00042,CH00003,7,20.79
78,2023-09-30,C0096,P00026,CH00003,5,23.02
79,2021-04-30,C0009,P00046,CH00002,10,10.08
80,2024-02-29,C0050,P00014,CH00002,3,24.2
81,2023-07-31,C0030,P00058,CH00001,6,8.82
82,2024-05-31,C0093,P00042,CH00003,1,18.79
83,2024-08-31,C0056,P00008,CH00002,7,2.49
84,2023-05-31,C0027,P00011,CH00003,1,0.21
85,2022-12-31,C0039,P00045,CH00001,8,3.38
86,2021-12-31,C0054,P00028,CH00001,3,7.89
87,2021-02-28,C0030,P00006,CH00001,6,17.5
88,2022-10-31,C0029,P00051,CH00002,1,8.31
89,2023-10-31,C0097,P00018,CH00002,1,1.0
90,2023-02-28,C0057,P00057,CH00003,7,14.19
91,2021-02-28,C0089,P00018,CH00003,9,8.2
92,2024-11-30,C0047,P00058,CH00002,8,10.63
93,2021-12-31,C0099,P00008,CH00003,5,16.44
94,2022-09-30,C0078,P00005,CH00002,3,19.36
95,2022-08-31,C0040,P00037,CH00003,6,24.63
96,2021-12-31,C0077,P00029,CH00001,9,18.91
97,2021-04-30,C0040,P00058,CH00003,4,10.14
98,2022-06-30,C0031,P00059,CH00001,4,4.35
99,2024-04-30,C0067,P00020,CH00002,6,6.57
100,2023-05-31,C0010,P00006,CH00003,3,0.4
101,2021-05-31,C0004,P00009,CH00002,4,29.91
102,2022-11-30,C0100,P00023,CH00001,2,8.7
103,2024-03-31,C0044,P00010,CH00003,7,2.62
104,2022-02-28,C0033,P00022,CH00003,3,24.3
105,2024-09-30,C0023,P00044,CH00002,10,29.01
106,2023-09-30,C0079,P00052,CH00001,7,4.77
107,2022-06-30,C0087,P00025,CH00001,9,15.54
108,2024-03-31,C0012,P00011,CH00003,7,18.8
109,2024-05-31,C0062,P00017,CH00002,4,7.7
110,2021-02-28,C0031,P00040,CH00001,8,3.63
111,2022-06-30,C0042,P00017,CH00002,8,11.25
112,2024-03-31,C0041,P00052,CH00003,4,18.28
113,2022-12-31,C0015,P00006,CH00001,2,14.58
114,2021-11-30,C0029,P00052,CH00001,9,9.32
115,2024-03-31,C0095,P00032,CH00002,2,8.02
116,2022-03-31,C0034,P00054,CH00001,9,12.12
117,2024-09-30,C0012,P00060,CH00003,2,26.37
118,2021-04-30,C0043,P00057,CH00002,9,10.11
119,2023-03-31,C0060,P00042,CH00003,9,29.86
120,2022-04-30,C0020,P00024,CH00001,10,20.22
121,2023-06-30,C0077,P00060,CH00002,4,22.14
122,2024-11-30,C0002,P00050,CH00001,6,26.18
123,2022-01-31,C0004,P00033,CH00003,10,15.56
124,2023-05-31,C0027,P00054,CH00003,5,13.5
125,2021-02-28,C0032,P00007,CH00003,1,5.85
126,2022-01-31,C0019,P00046,CH00002,5,3.61
127,2024-11-30,C0009,P00006,CH00001,1,13.8
128,2023-05-31,C0056,P00017,CH00002,4,20.5
129,2023-05-31,C0056,P00043,CH00002,7,10.16
130,2021-10-31,C0076,P00049,CH00002,10,24.16
131,2021-12-31,C0004,P00051,CH00002,2,11.94
132,2021-10-31,C0037,P00051,CH00003,5,3.84
133,2021-04-30,C0096,P00056,CH00002,5,23.32
134,2021-03-31,C0013,P00021,CH00001,5,4.98
135,2023-05-31,C0057,P00051,CH00003,2,14.46
136,2024-01-31,C0039,P00018,CH00003,4,14.74
137,2022-07-31,C0019,P00049,CH00002,4,8.68
138,2021-11-30,C0032,P00058,CH00001,4,19.79
139,2023-02-28,C0043,P00005,CH00002,8,19.0
140,2021-11-30,C0026,P00055,CH00001,10,5.02
141,2022-09-30,C0019,P00010,CH00003,7,21.95
142,2021-11-30,C0073,P00032,CH00003,1,21.37
143,2022-05-31,C0061,P00045,CH00001,8,22.74
144,2021-03-31,C0089,P00057,CH00002,9,16.55
145,2024-08-31,C0045,P00025,CH00003,8,12.37
146,2021-12-31,C0012,P00027,CH00003,10,0.55
147,2024-04-30,C0070,P00013,CH00002,10,1.3
148,2023-08-31,C0095,P00024,CH00001,4,15.26
149,2022-07-31,C0091,P00033,CH00002,6,20.28
150,2021-07-31,C0038,P00045,CH00003,6,0.62
151,2023-10-31,C0045,P00010,CH00001,10,2.89
152,2021-10-31,C0095,P00045,CH00002,7,25.18
153,2023-06-30,C0035,P00021,CH00003,9,17.39
154,2023-10-31,C0022,P00005,CH00001,2,7.35
155,2021-10-31,C0058,P00035,CH00003,1,18.92
156,2024-12-31,C0091,P00036,CH00002,7,2.72
157,2024-10-31,C0027,P00046,CH00002,4,1.8
158,2022-09-30,C0014,P00047,CH00003,1,25.62
159,2024-12-31,C0024,P00038,CH00003,6,6.35
160,2023-12-31,C0041,P00008,CH00001,2,14.57
161,2024-02-29,C0094,P00001,CH00002,7,18.72
162,2022-11-30,C0055,P00015,CH00002,4,9.84
163,2022-01-31,C0065,P00021,CH00001,2,25.72
164,2022-07-31,C0071,P00053,CH00003,9,0.09
165,2021-09-30,C0039,P00048,CH00003,1,0.7
166,2024-01-31,C0049,P00046,CH00001,9,0.45
167,2022-01-31,C0095,P00029,CH00002,4,28.26
168,2021-07-31,C0030,P00036,CH00001,2,26.58
169,2024-09-30,C0046,P00051,CH00003,8,18.08
170,2022-02-28,C0001,P00025,CH00003,2,12.87
171,2022-08-31,C0013,P00012,CH00002,8,13.92
172,2023-06-30,C0004,P00014,CH00003,1,1.71
173,2023-04-30,C0020,P00056,CH00001,8,23.01
174,2024-05-31,C0035,P00011,CH00002,10,11.91
175,2024-02-29,C0017,P00014,CH00001,10,7.46
176,2022-08-31,C0063,P00022,CH00002,6,24.63
177,2021-02-28,C0030,P00038,CH00001,7,29.61
178,2021-06-30,C0034,P00004,CH00002,8,10.85
179,2021-11-30,C0052,P00047,CH00001,10,22.11
180,2021-06-30,C0015,P00011,CH00001,2,0.36
181,2022-12-31,C0090,P00057,CH00002,2,5.72
182,2022-12-31,C0048,P00053,CH00002,8,21.69
183,2022-10-31,C0068,P00006,CH00001,3,24.07
184,2023-12-31,C0068,P00001,CH00002,8,25.41
185,2022-02-28,C0037,P00027,CH00001,3,0.46
186,2022-11-30,C0010,P00018,CH00002,2,2.26
187,2021-10-31,C0010,P00032,CH00003,3,25.33
188,2022-07-31,C0004,P00059,CH00001,7,9.84
189,2024-01-31,C0098,P00036,CH00001,7,5.06
190,2021-11-30,C0008,P00016,CH00001,6,25.35
191,2022-05-31,C0098,P00047,CH00001,7,15.39
192,2021-01-31,C0050,P00031,CH00001,8,6.6
193,2022-06-30,C0045,P00019,CH00003,2,3.43
194,2024-01-31,C0065,P00014,CH00003,3,4.63
195,2022-03-31,C0096,P00031,CH00003,8,6.49
196,2024-04-30,C0014,P00029,CH00003,1,22.73
197,2023-10-31,C0096,P00011,CH00001,9,5.08
198,2021-01-31,C0085,P00019,CH00002,3,25.22
199,2022-07-31,C0003,P00031,CH00001,7,24.33
200,2024-04-30,C0080,P00004,CH00003,3,2.23
201,2021-07-31,C0039,P00047,CH00001,3,7.78
202,2021-11-30,C0020,P00030,CH00001,3,18.98
203,2023-10-31,C0100,P00051,CH00001,1,9.2
204,2023-11-30,C0008,P00029,CH00003,5,20.08
205,2021-07-31,C0027,P00036,CH00002,7,16.76
206,2024-08-31,C0098,P00017,CH00002,9,17.39
207,2022-11-30,C0042,P00047,CH00001,5,16.58
208,2024-08-31,C0026,P00059,CH00001,3,9.02
209,2024-04-30,C0064,P00031,CH00003,5,6.16
210,2024-10-31,C0075,P00015,CH00002,3,27.81
211,2023-01-31,C0084,P00008,CH00003,8,5.86
212,2024-10-31,C0078,P00004,CH00003,8,23.41
213,2024-05-31,C0002,P00031,CH00003,10,7.19
214,2022-09-30,C0057,P00007,CH00002,7,28.71
215,2024-09-30,C0018,P00004,CH00001,8,27.43
216,2024-02-29,C0063,P00031,CH00002,3,25.3
217,2023-02-28,C0010,P00021,CH00002,9,28.6
218,2021-08-31,C0073,P00009,CH00001,10,2.05
219,2021-03-31,C0001,P00040,CH00001,4,27.16
220,2024-02-29,C0046,P00036,CH00001,3,16.02
221,2021-09-30,C0058,P00042,CH00001,8,14.05
222,2024-07-31,C0008,P00040,CH00003,4,2.39
223,2023-03-31,C0061,P00057,CH00003,4,15.44
224,2023-08-31,C0095,P00055,CH00001,9,1.89
225,2022-04-30,C0047,P00051,CH00003,7,14.92
226,2024-10-31,C0010,P00028,CH00001,2,0.6
227,2022-11-30,C0084,P00007,CH00002,9,21.27
228,2022-02-28,C0034,P00019,CH00002,3,15.3
229,2024-07-31,C0054,P00027,CH00003,4,17.26
230,2022-02-28,C0032,P00038,CH00003,1,29.03
231,2024-12-31,C0064,P00008,CH00002,8,3.38
232,2024-08-31,C0016,P00059,CH00001,2,12.65
233,2022-07-31,C0048,P00021,CH00001,10,28.27
234,2021-04-30,C0044,P00049,CH00001,5,8.2
235,2024-07-31,C0075,P00024,CH00001,1,21.18
236,2023-11-30,C0013,P00049,CH00002,10,7.72
237,2023-09-30,C0065,P00032,CH00001,7,9.64
238,2021-06-30,C0081,P00008,CH00001,10,19.52
239,2022-06-30,C0039,P00034,CH00002,4,9.6
240,2024-12-31,C0045,P00006,CH00002,8,9.01
241,2024-08-31,C0047,P00024,CH00001,4,27.8
242,2022-10-31,C0076,P00041,CH00002,6,16.46
243,2022-07-31,C0072,P00017,CH00001,9,6.27
244,2024-11-30,C0084,P00053,CH00003,1,4.96
245,2024-11-30,C0100,P00029,CH00003,5,12.38
246,2024-03-31,C0047,P00057,CH00001,2,20.1
247,2022-12-31,C0064,P00046,CH00002,3,16.95
248,2022-05-31,C0004,P00037,CH00002,3,7.7
249,2022-08-31,C0100,P00003,CH00002,1,28.77
250,2023-09-30,C0091,P00018,CH00002,2,2.01
251,2024-11-30,C0048,P00042,CH00001,4,9.92
252,2023-11-30,C0003,P00056,CH00001,4,27.07
253,2024-08-31,C0072,P00003,CH00003,1,1.93
254,2023-11-30,C0083,P00058,CH00002,9,18.7
255,2023-10-31,C0028,P00012,CH00002,6,26.38
256,2023-08-31,C0030,P00059,CH00001,5,9.04
257,2022-08-31,C0046,P00028,CH00002,6,16.96
258,2024-02-29,C0045,P00005,CH00003,7,8.7
259,2024-03-31,C0057,P00020,CH00003,6,19.77
260,2024-02-29,C0043,P00004,CH00003,2,17.05
261,2024-01-31,C0082,P00045,CH00001,10,0.49
262,2023-07-31,C0057,P00059,CH00003,10,8.48
263,2021-08-31,C0067,P00033,CH00001,4,2.42
264,2022-05-31,C0075,P00059,CH00002,3,25.06
265,2021-08-31,C0085,P00022,CH00002,4,24.95
266,2021-05-31,C0058,P00017,CH00003,2,26.5
267,2023-05-31,C0067,P00053,CH00001,4,20.87
268,2024-04-30,C0020,P00051,CH00002,6,22.13
269,2022-04-30,C0052,P00051,CH00003,10,22.01
270,2021-09-30,C0001,P00025,CH00002,8,10.01
271,2021-03-31,C0050,P00010,CH00003,4,6.27
272,2021-10-31,C0069,P00008,CH00001,3,29.0
273,2023-02-28,C0096,P00039,CH00001,3,10.4
274,2021-09-30,C0078,P00012,CH00003,8,20.05
275,2023-02-28,C0010,P00019,CH00003,6,19.41
276,2024-11-30,C0065,P00007,CH00001,2,22.75
277,2022-12-31,C0001,P00045,CH00002,8,27.98
278,2021-06-30,C0058,P00048,CH00003,9,16.32
279,2022-09-30,C0021,P00031,CH00002,10,2.77
280,2024-12-31,C0064,P00019,CH00003,10,11.34
281,2023-09-30,C0031,P00012,CH00002,4,8.18
282,2024-04-30,C0069,P00044,CH00003,8,9.42
283,2021-01-31,C0085,P00033,CH00002,3,23.47
284,2024-12-31,C0064,P00018,CH00003,10,17.13
285,2022-06-30,C0008,P00038,CH00001,1,4.27
286,2021-07-31,C0097,P00031,CH00002,7,26.93
287,2021-05-31,C0006,P00027,CH00003,3,7.25
288,2022-05-31,C0022,P00012,CH00002,8,9.76
289,2021-08-31,C0065,P00026,CH00002,8,13.65
290,2023-10-31,C0051,P00045,CH00002,9,1.13
291,2022-10-31,C0044,P00010,CH00003,8,26.23
292,2024-01-31,C0049,P00052,CH00001,2,5.86
293,2024-06-30,C0035,P00037,CH00001,9,15.97
294,2023-02-28,C0035,P00004,CH00001,8,22.41
295,2023-05-31,C0007,P00009,CH00003,6,24.66
296,2021-09-30,C0079,P00049,CH00003,7,3.67
297,2023-10-31,C0026,P00036,CH00002,2,5.6
298,2022-07-31,C0094,P00015,CH00002,1,10.37
299,2023-08-31,C0013,P00035,CH00001,2,13.0
300,2022-09-30,C0052,P00049,CH00001,5,7.29
301,2022-08-31,C0039,P00049,CH00002,2,7.04
302,2022-10-31,C0012,P00048,CH00002,2,4.61
303,2022-01-31,C0081,P00010,CH00002,9,8.92
304,2024-08-31,C0035,P00058,CH00001,2,25.43
305,2024-10-31,C0015,P00036,CH00001,8,28.67
306,2024-08-31,C0095,P00012,CH00001,7,10.84
307,2024-08-31,C0078,P00047,CH00002,9,4.11
308,2021-10-31,C0012,P00023,CH00002,3,10.72
309,2023-01-31,C0022,P00036,CH00002,4,29.91
310,2021-05-31,C0028,P00009,CH00003,10,29.64
311,2024-12-31,C0001,P00023,CH00002,9,15.69
312,2024-01-31,C0100,P00012,CH00001,8,11.05
313,2023-01-31,C0050,P00016,CH00003,7,1.78
314,2023-11-30,C0011,P00052,CH00003,8,20.34
315,2024-03-31,C0046,P00041,CH00003,3,26.98
316,2022-07-31,C0006,P00019,CH00001,1,17.69
317,2024-06-30,C0002,P00046,CH00001,5,14.23
318,2024-01-31,C0009,P00040,CH00002,4,7.05
319,2024-09-30,C0080,P00041,CH00002,1,12.78
320,2024-01-31,C0094,P00029,CH00002,7,23.56
321,2021-07-31,C0018,P00058,CH00002,8,4.87
322,2022-07-31,C0097,P00023,CH00003,3,11.18
323,2021-07-31,C0033,P00047,CH00001,3,1.17
324,2022-12-31,C0063,P00007,CH00002,6,11.8
325,2022-05-31,C0027,P00049,CH00001,3,28.13
326,2024-01-31,C0059,P00004,CH00003,4,7.95
327,2022-04-30,C0080,P00033,CH00002,2,21.77
328,2023-09-30,C0080,P00060,CH00001,1,22.64
329,2023-04-30,C0004,P00034,CH00003,1,9.27
330,2023-12-31,C0060,P00053,CH00001,8,28.9
331,2021-11-30,C0074,P00037,CH00003,3,21.36
332,2021-01-31,C0030,P00033,CH00002,9,1.9
333,2024-12-31,C0008,P00057,CH00002,7,19.14
334,2024-03-31,C0066,P00009,CH00001,9,24.8
335,2022-05-31,C0042,P00056,CH00001,2,24.1
336,2023-01-31,C0026,P00060,CH00002,8,14.01
337,2023-09-30,C0015,P00010,CH00003,10,19.78
338,2023-05-31,C0069,P00049,CH00002,10,18.79
339,2023-11-30,C0018,P00027,CH00002,1,21.23
340,2022-02-28,C0052,P00014,CH00003,10,29.59
341,2022-02-28,C0028,P00014,CH00002,6,5.6
342,2024-03-31,C0092,P00017,CH00003,5,8.31
343,2022-10-31,C0078,P00059,CH00003,2,7.39
344,2021-03-31,C0080,P00029,CH00002,3,25.97
345,2023-12-31,C0095,P00027,CH00002,6,20.47
346,2021-12-31,C0032,P00047,CH00002,7,10.59
347,2023-05-31,C0032,P00051,CH00002,1,24.42
348,2024-08-31,C0023,P00033,CH00003,2,10.88
349,2022-03-31,C0039,P00003,CH00001,9,16.74
350,2021-08-31,C0048,P00032,CH00003,7,23.22
351,2024-09-30,C0020,P00049,CH00003,9,3.24
352,2021-02-28,C0034,P00006,CH00003,10,6.69
353,2021-11-30,C0041,P00024,CH00001,6,4.84
354,2022-07-31,C0003,P00028,CH00002,1,27.66
355,2022-05-31,C0039,P00015,CH00001,1,18.84
356,2024-07-31,C0031,P00050,CH00001,8,25.43
357,2023-09-30,C0031,P00030,CH00003,6,22.86
358,2024-05-31,C0038,P00044,CH00001,4,2.26
359,2023-08-31,C0052,P00010,CH00002,8,16.97
360,2021-05-31,C0055,P00015,CH00002,5,10.27
361,2022-02-28,C0095,P00033,CH00002,10,5.76
362,2022-10-31,C0055,P00019,CH00002,6,12.58
363,2023-09-30,C0049,P00012,CH00001,2,13.2
364,2023-10-31,C0099,P00058,CH00003,9,10.17
365,2024-07-31,C0065,P00007,CH00001,9,2.99
366,2022-02-28,C0061,P00019,CH00002,7,29.27
367,2023-05-31,C0070,P00043,CH00001,6,19.77
368,2021-11-30,C0053,P00036,CH00001,4,13.74
369,2024-12-31,C0030,P00020,CH00003,4,1.75
370,2024-11-30,C0039,P00052,CH00002,2,27.35
371,2024-05-31,C0092,P00023,CH00002,7,3.7
372,2022-08-31,C0083,P00012,CH00003,9,5.64
373,2021-11-30,C0037,P00054,CH00003,10,6.38
374,2021-06-30,C0022,P00041,CH00002,7,22.34
375,2022-03-31,C0018,P00027,CH00003,10,19.21
376,2022-08-31,C0045,P00015,CH00001,1,14.83
377,2022-02-28,C0091,P00044,CH00003,8,12.71
378,2023-12-31,C0033,P00043,CH00001,5,0.49
379,2024-10-31,C0080,P00058,CH00001,6,11.22
380,2021-10-31,C0054,P00033,CH00002,2,3.01
381,2024-01-31,C0076,P00057,CH00001,6,21.86
382,2023-12-31,C0068,P00019,CH00003,3,1.81
383,2024-06-30,C0074,P00017,CH00003,5,24.35
384,2021-05-31,C0014,P00045,CH00003,9,25.07
385,2024-04-30,C0068,P00004,CH00002,2,24.77
386,2023-02-28,C0038,P00004,CH00002,3,29.55
387,2023-04-30,C0095,P00056,CH00003,5,10.76
388,2023-08-31,C0062,P00015,CH00001,5,21.86
389,2022-02-28,C0027,P00050,CH00003,5,5.03
390,2021-08-31,C0085,P00050,CH00002,10,6.73
391,2022-07-31,C0019,P00047,CH00003,1,10.4
392,2023-05-31,C0082,P00001,CH00001,1,8.3
393,2022-08-31,C0071,P00006,CH00001,6,11.19
394,2021-05-31,C0074,P00013,CH00001,6,5.47
395,2022-08-31,C0074,P00008,CH00003,9,3.01
396,2023-06-30,C0097,P00010,CH00002,1,4.05
397,2023-03-31,C0087,P00031,CH00002,1,13.87
398,2022-01-31,C0070,P00015,CH00001,10,0.43
399,2023-09-30,C0090,P00027,CH00003,8,26.51
400,2022-03-31,C0057,P00029,CH00003,1,18.12
401,2021-10-31,C0081,P00007,CH00003,8,0.19
402,2024-11-30,C0071,P00023,CH00001,1,13.19
403,2022-03-31,C0087,P00006,CH00001,8,26.06
404,2021-09-30,C0064,P00055,CH00001,10,26.0
405,2023-11-30,C0030,P00034,CH00001,3,15.04
406,2021-02-28,C0018,P00020,CH00003,2,17.45
407,2022-09-30,C0012,P00055,CH00001,8,9.85
408,2021-08-31,C0010,P00021,CH00003,7,20.31
409,2022-12-31,C0010,P00025,CH00003,7,26.49
410,2021-09-30,C0038,P00045,CH00001,6,22.87
411,2024-11-30,C0069,P00032,CH00003,4,23.34
412,2021-01-31,C0076,P00046,CH00001,6,0.16
413,2023-06-30,C0087,P00026,CH00001,8,5.79
414,2021-12-31,C0050,P00007,CH00001,4,11.13
415,2022-06-30,C0065,P00024,CH00002,10,8.14
416,2024-06-30,C0011,P00012,CH00003,3,8.98
417,2024-02-29,C0100,P00051,CH00002,10,6.62
418,2024-07-31,C0064,P00028,CH00002,3,13.19
419,2022-12-31,C0028,P00004,CH00001,3,25.33
420,2023-06-30,C0013,P00024,CH00003,5,2.61
421,2023-12-31,C0009,P00045,CH00002,6,23.19
422,2022-09-30,C0001,P00055,CH00002,10,22.42
423,2024-08-31,C0014,P00059,CH00002,8,6.38
424,2023-07-31,C0082,P00007,CH00003,4,20.6
425,2022-07-31,C0045,P00028,CH00003,5,21.9
426,2024-03-31,C0028,P00034,CH00002,6,11.14
427,2022-10-31,C0015,P00019,CH00002,5,21.54
428,2023-01-31,C0012,P00046,CH00002,3,3.95
429,2022-03-31,C0054,P00004,CH00002,3,9.63
430,2024-06-30,C0081,P00007,CH00001,7,28.54
431,2024-11-30,C0073,P00027,CH00002,3,24.67
432,2021-11-30,C0073,P00040,CH00003,4,23.25
433,2022-07-31,C0063,P00047,CH00002,7,6.15
434,2022-08-31,C0065,P00005,CH00002,7,1.23
435,2021-01-31,C0095,P00038,CH00002,8,28.84
436,2022-12-31,C0014,P00012,CH00001,4,14.75
437,2024-03-31,C0076,P00037,CH00002,3,14.77
438,2022-07-31,C0010,P00060,CH00001,1,19.39
439,2023-02-28,C0098,P00032,CH00002,8,13.96
440,2021-05-31,C0002,P00002,CH00003,7,28.99
441,2021-02-28,C0074,P00010,CH00002,1,6.8
442,2021-02-28,C0069,P00057,CH00003,4,29.81
443,2023-10-31,C0008,P00048,CH00002,5,18.78
444,2021-06-30,C0061,P00055,CH00003,4,28.13
445,2024-10-31,C0046,P00018,CH00003,1,27.85
446,2022-01-31,C0046,P00036,CH00003,7,28.36
447,2022-07-31,C0088,P00052,CH00001,5,14.02
448,2021-05-31,C0022,P00029,CH00003,5,21.0
449,2022-03-31,C0026,P00015,CH00001,9,20.4
450,2023-02-28,C0070,P00050,CH00001,7,27.09
451,2023-02-28,C0050,P00021,CH00001,5,5.38
452,2021-06-30,C0047,P00025,CH00003,8,22.05
453,2021-04-30,C0081,P00027,CH00001,9,11.67
454,2024-01-31,C0049,P00008,CH00002,1,5.03
455,2022-01-31,C0026,P00022,CH00001,9,0.63
456,2023-02-28,C0056,P00035,CH00001,2,27.15
457,2024-08-31,C0016,P00025,CH00003,2,12.56
458,2023-12-31,C0004,P00022,CH00003,5,0.87
459,2024-08-31,C0013,P00036,CH00002,2,26.5
460,2022-11-30,C0076,P00058,CH00003,4,29.87
461,2023-12-31,C0061,P00057,CH00002,7,2.58
462,2021-07-31,C0026,P00036,CH00001,5,28.89
463,2023-03-31,C0085,P00001,CH00003,5,12.14
464,2022-10-31,C0099,P00038,CH00003,3,14.73
465,2021-07-31,C0001,P00002,CH00001,9,13.41
466,2024-07-31,C0076,P00036,CH00003,6,22.65
467,2022-05-31,C0061,P00014,CH00001,2,17.51
468,2024-08-31,C0012,P00034,CH00002,5,13.16
469,2023-06-30,C0038,P00060,CH00001,5,23.35
470,2021-07-31,C0015,P00013,CH00003,4,22.66
471,2021-04-30,C0030,P00001,CH00001,9,7.67
472,2024-03-31,C0021,P00030,CH00001,1,0.43
473,2024-02-29,C0042,P00054,CH00001,4,24.69
474,2022-06-30,C0071,P00017,CH00003,6,2.0
475,2022-04-30,C0042,P00012,CH00003,10,11.67
476,2021-12-31,C0018,P00025,CH00001,10,11.49
477,2024-06-30,C0042,P00043,CH00001,9,23.0
478,2022-06-30,C0007,P00044,CH00003,6,4.98
479,2023-04-30,C0095,P00047,CH00003,8,9.8
480,2021-02-28,C0001,P00049,CH00002,6,10.03
481,2023-07-31,C0048,P00048,CH00001,4,6.89
482,2021-10-31,C0022,P00035,CH00002,2,14.58
483,2023-04-30,C0095,P00034,CH00001,4,19.49
484,2021-11-30,C0066,P00043,CH00003,9,0.57
485,2024-04-30,C0071,P00048,CH00003,3,21.11
486,2021-10-31,C0029,P00032,CH00002,10,26.42
487,2023-05-31,C0080,P00033,CH00001,4,29.6
488,2024-05-31,C0085,P00051,CH00003,9,6.27
489,2023-08-31,C0048,P00060,CH00001,5,14.11
490,2021-12-31,C0090,P00024,CH00002,3,4.43
491,2023-12-31,C0014,P00052,CH00003,8,11.8
492,2024-01-31,C0001,P00018,CH00003,7,18.18
493,2021-12-31,C0036,P00054,CH00002,10,14.84
494,2024-08-31,C0064,P00013,CH00001,5,14.58
495,2024-10-31,C0074,P00052,CH00002,2,28.06
496,2024-07-31,C0089,P00024,CH00003,9,18.19
